key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2010-07-11 16:22:00.00000055,6.9,2010-07-11 16:22:00+00:00,-73.984658,40.748363,-73.980447,40.759492,1
2014-10-02 17:49:54.0000004,18.0,2014-10-02 17:49:54+00:00,-73.947361,40.771306,-73.981209,40.754608,1
2009-06-07 12:54:49.0000002,6.1,2009-06-07 12:54:49+00:00,-73.99688,40.74457,-73.985688,40.753209,1
2009-10-31 01:26:23.0000003,5.7,2009-10-31 01:26:23+00:00,-73.982893,40.722773,-73.988823,40.718869,1
2013-11-03 22:00:00.000000142,5.0,2013-11-03 22:00:00+00:00,-73.983957,40.726272,-73.99397,40.732072,1
2012-07-19 12:01:00.0000004,10.1,2012-07-19 12:01:00+00:00,-73.986183,40.743077,-73.98224,40.758067,1
2013-06-29 18:15:34.0000005,24.0,2013-06-29 18:15:34+00:00,-73.969211,40.798434,-74.008668,40.725981,2
2012-06-28 10:16:00.000000205,4.1,2012-06-28 10:16:00+00:00,-73.997135,40.74202,-74.00463,40.7418,1
2013-12-12 10:14:00.00000056,15.5,2013-12-12 10:14:00+00:00,-73.9748,40.752762,-73.948873,40.785785,4
2014-05-22 13:59:55.0000001,8.0,2014-05-22 13:59:55+00:00,-73.975497,40.760853,-73.985592,40.74681,1
2010-06-29 18:44:37.0000006,6.5,2010-06-29 18:44:37+00:00,-73.956619,40.771366,-73.970595,40.752424,1
2014-02-08 15:23:00.00000052,19.0,2014-02-08 15:23:00+00:00,-74.007357,40.743292,-73.962417,40.779062,1
2014-03-05 23:34:00.000000176,7.0,2014-03-05 23:34:00+00:00,-73.967352,40.766312,-73.978315,40.766347,2
2012-12-02 13:06:00.000000128,25.0,2012-12-02 13:06:00+00:00,-73.982385,40.77479,-73.91669,40.77322,1
2014-12-09 22:41:00.000000125,12.5,2014-12-09 22:41:00+00:00,-73.9888,40.72257,-74.01203,40.70166,2
2012-06-12 12:26:25.0000001,32.9,2012-06-12 12:26:25+00:00,-73.872901,40.773999,-74.013593,40.715125,1
2010-03-10 19:28:34.0000005,4.1,2010-03-10 19:28:34+00:00,-73.982772,40.745265,-73.988835,40.738008,1
2014-12-07 04:32:00.00000050,10.5,2014-12-07 04:32:00+00:00,-73.951012,40.778885,-73.979783,40.765345,2
2015-05-15 10:38:23.0000002,9.0,2015-05-15 10:38:23+00:00,-73.97024536132812,40.7632942199707,-73.97502899169923,40.755069732666016,3
2013-07-08 10:05:12.0000003,4.0,2013-07-08 10:05:12+00:00,-73.949688,40.827717,-73.954165,40.821658,1
2012-08-14 20:57:30.0000002,6.9,2012-08-14 20:57:30+00:00,-73.976884,40.750795,-73.986322,40.758216,1
2011-08-04 12:28:00.00000057,7.3,2011-08-04 12:28:00+00:00,-73.978825,40.753803,-73.961842,40.757835,1
2011-04-22 01:43:00.00000053,7.3,2011-04-22 01:43:00+00:00,-73.978132,40.783522,-73.951775,40.773997,1
2010-12-31 20:58:55.0000003,9.7,2010-12-31 20:58:55+00:00,-73.966827,40.756473,-73.990522,40.737176,1
2010-09-22 17:58:00.00000010,4.5,2010-09-22 17:58:00+00:00,-73.970655,40.762445,-73.979603,40.760822,4
2014-11-05 10:22:00.00000011,18.5,2014-11-05 10:22:00+00:00,-74.01139,40.7021,-73.96977,40.75716,2
2013-08-23 08:07:52.0000004,11.0,2013-08-23 08:07:52+00:00,-73.991718,40.75009,-73.982208,40.7593,1
2013-01-16 06:39:10.0000004,28.5,2013-01-16 06:39:10+00:00,-73.939629,40.841281,-74.01003,40.720796,1
2014-03-18 04:25:00.00000020,10.0,2014-03-18 04:25:00+00:00,-73.983087,40.766307,-73.946643,40.776367,5
2014-03-30 03:38:00.00000084,6.0,2014-03-30 03:38:00+00:00,-73.990352,40.760802,-73.92917,40.774952,1
2014-06-25 02:41:00.00000032,16.5,2014-06-25 02:41:00+00:00,-74.0073,40.744157,-73.995267,40.69506,1
2009-09-30 11:26:40.0000001,8.5,2009-09-30 11:26:40+00:00,-73.976902,40.756043,-73.989829,40.756482,1
2013-10-04 19:35:38.0000006,18.0,2013-10-04 19:35:38+00:00,-73.953348,40.744911,-73.935416,40.714752,1
2012-07-21 00:39:00.000000118,17.7,2012-07-21 00:39:00+00:00,-73.998962,40.723075,-73.956607,40.781092,5
2012-03-12 06:39:44.0000001,49.8,2012-03-12 06:39:44+00:00,-73.7882,40.641481,-74.000595,40.742394,1
2011-04-20 13:10:49.0000003,9.7,2011-04-20 13:10:49+00:00,-73.991599,40.750701,-73.964674,40.747405,2
2010-03-23 17:07:00.00000053,14.1,2010-03-23 17:07:00+00:00,-73.994083,40.750648,-73.98468,40.720478,1
2014-08-27 17:45:00.00000015,9.5,2014-08-27 17:45:00+00:00,-73.965997,40.758455,-73.981542,40.737077,1
2011-06-07 19:38:24.0000005,7.3,2011-06-07 19:38:24+00:00,-73.96109,40.812025,-73.971044,40.788191,3
2014-06-28 22:29:21.0000004,10.5,2014-06-28 22:29:21+00:00,-73.987007,40.761118,-73.972802,40.793108,1
2011-09-21 15:40:51.0000003,4.9,2011-09-21 15:40:51+00:00,-73.961177,40.760635,-73.950533,40.775454,2
2009-08-07 02:03:18.0000001,18.1,2009-08-07 02:03:18+00:00,-73.971493,40.755777,-73.965562,40.674089,1
2010-05-22 19:01:32.0000002,8.1,2010-05-22 19:01:32+00:00,-73.950193,40.784111,-73.977028,40.779885,1
2011-11-11 05:55:00.00000025,6.5,2011-11-11 05:55:00+00:00,-73.973202,40.7927,-73.95769,40.778715,1
2009-01-08 17:31:00.0000005,5.3,2009-01-08 17:31:00+00:00,-73.958547,40.815665,-73.949945,40.80965,1
2012-03-20 15:01:00.000000124,3.7,2012-03-20 15:01:00+00:00,-73.999655,40.718402,-73.997022,40.723097,3
2010-02-25 15:03:16.0000001,12.5,2010-02-25 15:03:16+00:00,-73.955817,40.787835,-73.990759,40.770142,1
2013-12-21 10:54:47.0000004,9.5,2013-12-21 10:54:47+00:00,-73.957272,40.77013,-73.981432,40.765896,1
2012-09-24 12:01:29.0000002,13.5,2012-09-24 12:01:29+00:00,-74.002523,40.71847,-73.985351,40.752455,1
2011-03-09 22:33:53.0000002,49.8,2011-03-09 22:33:53+00:00,-73.783585,40.648592,-73.98113,40.752759,2
2015-04-16 19:02:54.0000006,11.0,2015-04-16 19:02:54+00:00,-73.99851989746092,40.72299957275391,-73.97425079345702,40.74324798583984,1
2014-02-07 14:05:00.000000156,8.0,2014-02-07 14:05:00+00:00,-73.98157,40.763,-73.974332,40.762707,1
2011-11-01 18:51:14.0000001,10.5,2011-11-01 18:51:14+00:00,-74.014762,40.714048,-73.995787,40.759146,1
2009-05-04 18:56:00.00000010,7.7,2009-05-04 18:56:00+00:00,-73.97097,40.760105,-73.956573,40.780695,1
2012-05-05 13:57:14.0000002,8.1,2012-05-05 13:57:14+00:00,-73.982051,40.76271,-74.003829,40.751622,1
2013-09-15 16:07:00.00000018,8.0,2013-09-15 16:07:00+00:00,-74.006585,40.716612,-74.004252,40.737582,5
2009-08-01 12:43:00.00000041,11.3,2009-08-01 12:43:00+00:00,-73.975632,40.781798,-73.990113,40.740858,1
2009-04-29 19:24:38.0000002,8.5,2009-04-29 19:24:38+00:00,-73.979095,40.752329,-73.95108,40.771647,1
2010-06-14 18:20:00.000000163,6.9,2010-06-14 18:20:00+00:00,-73.989683,40.73433,-73.974968,40.744397,1
2010-12-30 14:53:28.0000001,4.9,2010-12-30 14:53:28+00:00,-73.970441,40.764497,-73.96233,40.776132,2
2009-10-13 01:48:22.0000001,4.9,2009-10-13 01:48:22+00:00,-73.993455,40.722431,-73.995018,40.755114,1
2013-04-25 18:32:00.00000098,7.5,2013-04-25 18:32:00+00:00,-73.995627,40.74911,-73.983277,40.7551,1
2012-11-19 01:20:56.0000001,13.0,2012-11-19 01:20:56+00:00,-73.958197,40.772873,-73.975351,40.73024,2
2014-10-17 18:24:42.0000002,57.33,2014-10-17 18:24:42+00:00,-73.783523,40.648555,-73.992567,40.756879,2
2009-12-30 19:44:00.000000234,9.7,2009-12-30 19:44:00+00:00,-73.984877,40.739385,-73.966147,40.791922,1
2015-01-28 06:17:33.0000002,57.33,2015-01-28 06:17:33+00:00,-73.81924438476561,40.70800018310546,-73.98291015625,40.764434814453125,1
2009-10-03 13:51:00.00000057,6.1,2009-10-03 13:51:00+00:00,-73.978825,40.736368,-73.963435,40.757465,1
2011-05-15 21:41:00.00000018,5.3,2011-05-15 21:41:00+00:00,-73.988905,40.734832,-73.991263,40.744692,1
2013-05-04 18:12:25.0000005,7.0,2013-05-04 18:12:25+00:00,-73.990314,40.723459,-73.99454,40.719335,2
2014-12-17 14:45:00.000000177,10.0,2014-12-17 14:45:00+00:00,-73.947983,40.770702,-73.966667,40.764312,1
2010-07-10 20:10:00.000000209,10.1,2010-07-10 20:10:00+00:00,-73.969595,40.797818,-73.968443,40.76719,3
2013-11-14 09:19:53.0000003,35.83,2013-11-14 09:19:53+00:00,-73.980584,40.738565,-73.885535,40.773233,1
2013-07-24 19:16:45.0000007,11.0,2013-07-24 19:16:45+00:00,-73.978974,40.753617,-73.959007,40.77351,1
2011-05-27 09:33:00.00000058,8.5,2011-05-27 09:33:00+00:00,-74.001497,40.731977,-74.000412,40.752852,1
2014-08-24 08:56:12.0000001,5.0,2014-08-24 08:56:12+00:00,-73.988582,40.74881,-73.978438,40.762821,1
2013-03-22 13:05:49.0000003,21.0,2013-03-22 13:05:49+00:00,-74.016517,40.714279,-73.971932,40.756787,1
2013-08-19 08:47:12.0000003,5.5,2013-08-19 08:47:12+00:00,-73.991241,40.765369,-73.992453,40.758478,2
2009-05-22 12:49:09.0000003,6.5,2009-05-22 12:49:09+00:00,-73.961246,40.757092,-73.962686,40.768075,4
2011-02-26 11:36:31.0000003,8.9,2011-02-26 11:36:31+00:00,-73.966016,40.805079,-73.982517,40.77388,1
2013-09-23 16:05:00.000000137,6.5,2013-09-23 16:05:00+00:00,-73.995775,40.726595,-73.994427,40.740597,1
2014-06-27 12:25:00.00000020,15.5,2014-06-27 12:25:00+00:00,-73.976062,40.748392,-73.952442,40.782397,1
2012-06-22 10:04:18.0000005,6.9,2012-06-22 10:04:18+00:00,-73.98669,40.758854,-74.000225,40.758637,1
2012-01-13 22:44:58.0000003,3.7,2012-01-13 22:44:58+00:00,-73.9318,40.7057,-73.9236,40.6995,2
2009-02-19 23:36:00.000000240,16.5,2009-02-19 23:36:00+00:00,-73.998405,40.728722,-73.932238,40.757678,1
2015-03-24 20:41:51.0000003,5.0,2015-03-24 20:41:51+00:00,-73.97917938232422,40.75845336914063,-73.9900665283203,40.75172805786133,5
2013-11-19 15:24:04.0000002,7.5,2013-11-19 15:24:04+00:00,-73.957088,40.785835,-73.962731,40.772642,1
2012-09-04 01:54:59.0000001,7.3,2012-09-04 01:54:59+00:00,-73.968808,40.761135,-73.992446,40.742801,1
2014-04-03 19:04:00.00000017,13.5,2014-04-03 19:04:00+00:00,-73.990305,40.731712,-73.965605,40.766032,1
2014-12-21 04:27:00.00000023,7.0,2014-12-21 04:27:00+00:00,-73.99372,40.72912,-73.98206,40.74186,1
2012-05-09 09:40:14.0000004,8.9,2012-05-09 09:40:14+00:00,-73.970639,40.761758,-73.957064,40.786215,2
2010-07-20 15:30:00.000000140,9.7,2010-07-20 15:30:00+00:00,-73.952577,40.784027,-73.92952,40.811942,1
2010-12-23 15:39:31.0000001,4.1,2010-12-23 15:39:31+00:00,-73.959405,40.780367,-73.954733,40.787491,1
2014-03-06 15:20:18.0000003,26.0,2014-03-06 15:20:18+00:00,-73.960887,40.765943,-74.015911,40.715161,2
2013-10-27 21:20:00.000000118,6.5,2013-10-27 21:20:00+00:00,-73.975657,40.786782,-73.959727,40.808575,1
2014-10-30 09:45:11.0000007,9.5,2014-10-30 09:45:11+00:00,-73.962047,40.767823,-73.982157,40.778865,1
2012-08-22 23:02:00.00000072,6.5,2012-08-22 23:02:00+00:00,-73.966983,40.765057,-73.98114,40.77921,1
2011-03-11 11:32:41.0000001,15.3,2011-03-11 11:32:41+00:00,-73.991325,40.755022,-73.996248,40.724039,4
2010-10-14 18:42:00.000000186,6.9,2010-10-14 18:42:00+00:00,-73.960537,40.772662,-73.955403,40.769355,1
2010-10-02 10:29:34.0000001,8.5,2010-10-02 10:29:34+00:00,-73.973554,40.743399,-74.000909,40.757964,2
2014-09-17 08:00:09.0000004,15.0,2014-09-17 08:00:09+00:00,-74.010231,40.730733,-73.974578,40.758657,1
2014-02-02 16:00:13.0000003,7.5,2014-02-02 16:00:13+00:00,-73.99777,40.722753,-74.014609,40.717017,1
2012-01-21 06:21:19.0000001,4.9,2012-01-21 06:21:19+00:00,-73.936678,40.814,-73.936297,40.807294,1
2015-06-23 23:26:26.0000001,8.5,2015-06-23 23:26:26+00:00,-73.99849700927734,40.71360778808594,-74.00019073486328,40.73041534423828,1
2013-09-17 22:45:00.000000117,11.5,2013-09-17 22:45:00+00:00,-74.01007,40.714482,-73.995025,40.693137,1
2010-01-02 22:42:00.000000115,10.5,2010-01-02 22:42:00+00:00,-73.974698,40.75774,-73.991632,40.724625,1
2009-07-12 02:49:00.00000057,4.5,2009-07-12 02:49:00+00:00,-73.979927,40.784147,-73.971813,40.793498,5
2011-06-26 04:45:50.0000003,8.9,2011-06-26 04:45:50+00:00,-73.978877,40.724178,-73.968737,40.755842,1
2012-03-13 09:00:00.000000237,3.3,2012-03-13 09:00:00+00:00,-73.978925,40.740737,-73.981083,40.734132,2
2009-11-06 20:03:45.0000003,7.3,2009-11-06 20:03:45+00:00,-73.992031,40.748313,-73.980429,40.749194,1
2010-05-27 09:52:44.0000001,6.1,2010-05-27 09:52:44+00:00,-73.993735,40.746622,-73.986171,40.734926,1
2011-08-17 11:41:00.00000060,10.1,2011-08-17 11:41:00+00:00,-73.97585,40.745018,-74.00714,40.727522,1
2015-01-15 10:05:43.0000003,5.5,2015-01-15 10:05:43+00:00,-73.95652770996092,40.76807022094727,-73.966796875,40.767208099365234,2
2015-04-07 11:15:10.0000001,6.0,2015-04-07 11:15:10+00:00,-74.00553131103516,40.72759246826172,-74.00235748291014,40.74005126953125,1
2013-11-23 10:20:00.00000022,7.5,2013-11-23 10:20:00+00:00,-73.98419,40.77533,-73.9717,40.76623,2
2013-08-18 22:20:00.00000053,7.0,2013-08-18 22:20:00+00:00,-74.001465,40.750562,-73.985877,40.746582,5
2012-01-13 15:50:20.0000004,19.7,2012-01-13 15:50:20+00:00,-73.983655,40.7606,-73.991508,40.698572,2
2011-04-02 15:14:29.0000001,14.5,2011-04-02 15:14:29+00:00,-73.980728,40.754224,-73.966743,40.803883,2
2013-07-23 16:04:00.00000012,11.5,2013-07-23 16:04:00+00:00,-73.961143,40.777502,-73.971465,40.759215,6
2012-03-15 15:35:39.0000002,14.9,2012-03-15 15:35:39+00:00,-73.872547,40.774175,-73.946175,40.766027,1
2014-03-29 13:44:07.0000001,7.5,2014-03-29 13:44:07+00:00,-74.006007,40.735913,-73.99525,40.750012,1
2012-01-10 07:26:14.0000004,4.5,2012-01-10 07:26:14+00:00,-73.955518,40.779563,-73.952887,40.791151,1
2014-12-07 02:22:00.000000159,24.0,2014-12-07 02:22:00+00:00,-73.9874,40.72905,-73.89208,40.74702,1
2012-04-16 08:09:46.0000005,10.1,2012-04-16 08:09:46+00:00,-74.008157,40.730426,-73.998339,40.764365,2
2011-12-03 18:52:00.000000124,13.3,2011-12-03 18:52:00+00:00,-73.993548,40.741382,-73.953695,40.774678,5
2014-03-23 00:55:01.0000007,6.0,2014-03-23 00:55:01+00:00,-73.976335,40.728758,-73.986082,40.719338,1
2015-01-11 09:29:14.0000001,7.5,2015-01-11 09:29:14+00:00,-73.98117065429686,40.7371826171875,-74.0013198852539,40.72646713256836,1
2012-04-16 08:23:00.00000061,6.5,2012-04-16 08:23:00+00:00,-73.987877,40.737692,-73.978572,40.753833,1
2014-06-30 08:28:00.000000130,10.5,2014-06-30 08:28:00+00:00,-73.99645,40.737955,-73.978382,40.76003,6
2009-03-13 19:56:00.000000184,25.3,2009-03-13 19:56:00+00:00,-74.00374,40.73193,-73.99724,40.627068,2
2014-03-28 19:04:00.000000242,29.0,2014-03-28 19:04:00+00:00,-73.997107,40.747147,-73.953107,40.685907,5
2011-09-17 23:25:44.0000004,10.1,2011-09-17 23:25:44+00:00,-73.951581,40.743046,-73.957949,40.761036,1
2011-10-23 09:24:00.000000108,6.9,2011-10-23 09:24:00+00:00,-73.995595,40.749337,-73.978037,40.759235,5
2011-10-12 18:04:00.00000088,13.7,2011-10-12 18:04:00+00:00,-73.977337,40.753228,-73.972328,40.786317,1
2013-06-14 09:26:00.00000051,15.5,2013-06-14 09:26:00+00:00,-73.977478,40.752245,-73.99421,40.726902,1
2011-08-05 23:52:39.0000004,6.9,2011-08-05 23:52:39+00:00,-73.967543,40.756188,-73.986867,40.747773,1
2013-10-18 10:49:43.0000001,38.33,2013-10-18 10:49:43+00:00,-73.865363,40.770368,-73.973245,40.75787,2
2010-11-11 19:34:00.000000120,4.5,2010-11-11 19:34:00+00:00,-73.973003,40.790267,-73.962655,40.804543,1
2009-11-21 13:45:00.000000147,12.1,2009-11-21 13:45:00+00:00,-74.004993,40.72302,-73.989127,40.763483,2
2009-02-26 16:39:00.000000126,4.5,2009-02-26 16:39:00+00:00,-73.945097,40.783063,-73.947622,40.775285,1
2014-02-04 05:56:44.0000001,57.33,2014-02-04 05:56:44+00:00,-73.964733,40.760197,-73.782335,40.648764,1
2014-06-13 14:14:22.0000005,13.0,2014-06-13 14:14:22+00:00,-73.977568,40.753648,-73.991313,40.75011,1
2011-03-05 19:40:00.00000085,8.9,2011-03-05 19:40:00+00:00,-73.972092,40.749892,-73.991185,40.726925,1
2013-12-10 10:08:00.00000029,5.5,2013-12-10 10:08:00+00:00,-74.005362,40.72114,-74.009843,40.722102,1
2014-12-04 11:00:00.00000079,7.0,2014-12-04 11:00:00+00:00,-73.976935,40.75148,-73.991055,40.750367,1
2010-11-14 13:34:27.0000001,5.7,2010-11-14 13:34:27+00:00,-73.976544,40.760144,-73.990152,40.761742,1
2012-04-19 08:24:00.00000097,5.7,2012-04-19 08:24:00+00:00,-73.95877,40.7749,-73.950087,40.771952,1
2012-09-29 12:21:31.0000002,14.0,2012-09-29 12:21:31+00:00,-73.958672,40.712913,-74.001232,40.733813,1
2010-09-30 21:32:42.0000001,8.5,2010-09-30 21:32:42+00:00,-73.973875,40.752155,-73.987664,40.721448,1
2011-11-04 07:48:00.00000025,6.1,2011-11-04 07:48:00+00:00,-73.960433,40.78138,-73.976782,40.78849,1
2011-01-30 00:19:18.0000003,9.7,2011-01-30 00:19:18+00:00,-73.999725,40.721831,-74.005499,40.740079,3
2009-10-03 01:07:16.0000001,9.3,2009-10-03 01:07:16+00:00,-73.987078,40.722367,-73.973815,40.744025,1
2011-05-27 13:57:48.0000002,5.3,2011-05-27 13:57:48+00:00,-74.005941,40.745115,-73.990554,40.741923,2
2012-02-17 18:09:00.000000129,3.7,2012-02-17 18:09:00+00:00,-73.99589,40.743577,-74.001628,40.735685,1
2014-05-13 16:24:00.00000012,6.5,2014-05-13 16:24:00+00:00,-73.977465,40.754962,-73.97121,40.760942,1
2014-07-15 07:15:18.0000003,16.83,2014-07-15 07:15:18+00:00,-73.956947,40.744515,-73.973065,40.759248,1
2014-10-06 19:15:00.000000131,6.0,2014-10-06 19:15:00+00:00,-73.964157,40.757108,-73.975582,40.752215,1
2013-07-27 13:24:00.000000169,18.0,2013-07-27 13:24:00+00:00,-73.961583,40.762617,-73.99764,40.713902,1
2014-03-11 11:55:00.00000045,8.5,2014-03-11 11:55:00+00:00,-73.981957,40.768437,-73.992265,40.748847,2
2012-07-16 07:31:00.000000100,3.3,2012-07-16 07:31:00+00:00,-73.977047,40.756055,-73.973698,40.76039,5
2011-10-21 18:28:00.000000220,13.3,2011-10-21 18:28:00+00:00,-73.990027,40.719093,-73.969995,40.688648,2
2011-07-05 06:59:00.000000119,8.1,2011-07-05 06:59:00+00:00,-73.950125,40.77625,-73.980995,40.761355,1
2011-03-11 00:45:53.0000001,14.1,2011-03-11 00:45:53+00:00,-74.005776,40.740261,-74.002405,40.707392,2
2013-05-14 20:21:00.000000122,10.5,2013-05-14 20:21:00+00:00,-73.975085,40.755877,-74.001592,40.737425,1
2013-07-19 09:07:26.0000001,41.33,2013-07-19 09:07:26+00:00,-73.863065,40.769077,-73.986606,40.768452,2
2012-07-10 16:34:00.0000002,7.3,2012-07-10 16:34:00+00:00,-74.003208,40.706343,-73.990063,40.71853,1
2011-04-30 11:55:00.000000163,6.1,2011-04-30 11:55:00+00:00,-73.965777,40.754292,-73.948187,40.771158,1
2009-06-07 17:36:00.000000167,25.85,2009-06-07 17:36:00+00:00,-73.991868,40.747762,-73.870688,40.773947,2
2012-10-23 19:07:00.000000147,4.5,2012-10-23 19:07:00+00:00,-73.970315,40.756117,-73.966595,40.762147,1
2014-06-16 02:05:52.0000001,6.5,2014-06-16 02:05:52+00:00,-73.987727,40.743507,-73.973351,40.755085,2
2014-02-06 10:18:00.000000149,30.5,2014-02-06 10:18:00+00:00,-74.007595,40.732602,-73.95528,40.764642,1
2014-12-27 03:28:20.0000001,23.5,2014-12-27 03:28:20+00:00,-74.006626,40.744107,-73.925592,40.76187,1
2009-08-02 22:50:00.00000027,25.3,2009-08-02 22:50:00+00:00,-73.87087,40.773757,-73.988813,40.736828,6
2014-06-29 08:33:00.0000003,4.0,2014-06-29 08:33:00+00:00,-73.97013,40.75618,-73.96466,40.76425,5
2012-03-15 20:01:50.0000003,4.5,2012-03-15 20:01:50+00:00,-74.002986,40.72803,-73.999571,40.720728,1
2014-08-08 22:49:44.0000001,8.5,2014-08-08 22:49:44+00:00,-73.987517,40.728662,-73.995486,40.742587,1
2010-05-12 23:01:00.00000093,4.5,2010-05-12 23:01:00+00:00,-73.983,40.726698,-73.993488,40.721787,2
2014-06-11 21:23:00.00000045,8.5,2014-06-11 21:23:00+00:00,-74.0072,40.728822,-73.99166,40.748392,1
2012-09-24 19:19:51.0000003,8.5,2012-09-24 19:19:51+00:00,-73.981839,40.746971,-74.004566,40.733439,1
2010-01-26 00:16:00.00000055,13.3,2010-01-26 00:16:00+00:00,-74.007407,40.743352,-73.95392,40.77874,5
2010-12-04 18:39:14.0000001,12.5,2010-12-04 18:39:14+00:00,-73.969054,40.798656,-73.988138,40.76456,1
2014-08-13 20:17:00.000000172,6.5,2014-08-13 20:17:00+00:00,-73.99309,40.737107,-74.005662,40.726855,1
2014-11-03 07:38:00.00000062,6.0,2014-11-03 07:38:00+00:00,-73.98501,40.7633,-73.99154,40.74978,1
2014-12-15 21:34:00.000000210,18.5,2014-12-15 21:34:00+00:00,-73.991225,40.765618,-73.949967,40.82862,1
2012-03-17 01:10:00.0000004,4.9,2012-03-17 01:10:00+00:00,-73.981722,40.730107,-73.97518,40.741447,1
2013-07-14 01:59:09.0000001,8.0,2013-07-14 01:59:09+00:00,-73.99544,40.71735,-74.012306,40.704031,1
2010-07-17 19:14:32.0000005,4.5,2010-07-17 19:14:32+00:00,-73.988981,40.777156,-73.979853,40.784677,2
2013-04-12 19:57:22.0000002,5.5,2013-04-12 19:57:22+00:00,-73.789203,40.655194,-73.996509,40.737216,1
2010-12-02 12:46:55.0000002,11.3,2010-12-02 12:46:55+00:00,-73.982717,40.731247,-73.953881,40.766614,1
2013-12-21 20:23:33.0000004,13.5,2013-12-21 20:23:33+00:00,-74.005887,40.736346,-73.988829,40.721096,1
2011-03-09 10:37:17.0000002,6.1,2011-03-09 10:37:17+00:00,-73.976805,40.75392,-73.983083,40.758723,3
2014-05-01 22:43:58.0000004,27.5,2014-05-01 22:43:58+00:00,-73.987782,40.732422,-73.927131,40.655557,1
2014-12-19 14:00:00.000000146,9.0,2014-12-19 14:00:00+00:00,-73.982445,40.76738,-73.964597,40.760942,1
2014-08-05 23:20:00.000000143,9.5,2014-08-05 23:20:00+00:00,-73.97359,40.75952,-73.969397,40.787862,1
2009-06-02 18:43:10.0000002,5.7,2009-06-02 18:43:10+00:00,-73.974663,40.742101,-73.960223,40.762017,4
2014-06-12 00:08:08.0000004,30.33,2014-06-12 00:08:08+00:00,-73.885256,40.772988,-73.984879,40.744586,1
2015-05-02 14:02:29.0000004,4.5,2015-05-02 14:02:29+00:00,-73.95590209960938,40.779483795166016,-73.96278381347656,40.77458953857422,1
2014-09-15 12:33:50.0000002,4.5,2014-09-15 12:33:50+00:00,-74.003005,40.718083,-74.008701,40.719021,1
